X,Y
-110.96561,32.229013
24.93116,60.17336
-83.18178929,35.30875693
-118.394075,33.864647
-99.15168987,19.44951884
-7.86607088,42.349895
-76.36987,39.75662
-0.07989196,51.51680755
-77.05853479,-11.99598127
106.30294483,38.46548028
-51.4833,-30.9167
-74.1106,40.8289
-57.60880628,-25.29183124
-90.1978,38.6272
-98.7047606,29.7506624
-40.82259516,-14.85733197
-57.60880628,-25.29183124
-57.6091548,-25.29279075
