user,text
aespejog,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
buhzib,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
burewi4,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
solar_bud,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
arxinata,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Y_nsasi,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
andreassoridis,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
MrBigXL,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
sexmahoney,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
newhorizons777,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
IchBinLyric,b'#WhiteLivesMatter is a thing \xf0\x9f\x99\x84'
themikehm,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
comradeMountain,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
iOnlyWearPants,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
ChaviztaNews,b'RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/e8WlmE0CnM \xe2\x80\xa6'
lidia_lidiadim,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Mairead_McKeoug,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Ivan226622,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/HhIcwksJy0 \xe2\x80\xa6'
robertgarcia223,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/rMWTT8inv2 \xe2\x80\xa6'
robpurpura,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
comradefoliage,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Pennyvane10,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Ibrahimhkurfi,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
DKKHUB,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/LtQ0YidRiZ https://t.co/8EKuulC1YS'
vilarpress,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
breakingnews_no,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
southern_guard,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
bezgin21,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
_Mavrogialouros,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
daniel_thecuban,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Jostsana945411,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
ivan2266,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/djZNibQPDJ \xe2\x80\xa6'
LamboHuracan1,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
schiffj,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
wimberlyOneTIME,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
23piz23mitch,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
bobbit2266,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/Jf6dPl13eK \xe2\x80\xa6'
ALuizCosta,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
raemadema,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
undresscortes,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
commonman80,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
robert2266,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/ofSgcMePR2 \xe2\x80\xa6'
picturecapital,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
thetoodinho,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
leesomerset,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
wildnfree1,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
19melnim62,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
JamesH1834,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
Gonchill,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
mohammadasfand,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/f7rH9utrnI https://t.co/ngo8itUAOM'
Babby_Goat,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
DJRemnant115,b'RT @RT_com: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co\xe2\x80\xa6'
RT_com,b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: Texas communists take up rifles during #WhiteLivesMatter demo https://t.co/gmLs8PqRsb https://t.co/liEs9dMtrq'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter/'"
Socksguy,"b'RT @mikey83x: \xe2\x80\x98Make racists afraid again\xe2\x80\x99: #Texas #communists take up rifles, troll #WhiteLivesMatter  https://t.co/ileAddUQW7'"
CagerEaton,b'@FoxNews @FoxNewsInsider  Black racism must be ok? #whitelivesmatter'
nostalgic_hoe,"b""RT @kweenthando: Literally why does the #whitelivesmatter movement even exist? Y'all are literally just a h8 group against #BLM"""
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter |'"
oddsponge,b'RT @DragQueenHacker: @ShaunKing HE BUMPED INTO HIM THAT IS ASSAULT!!! HE DID SELF DEFENSE!!! LEARN TO READ! #whitelivesmatter'
Johann_vN,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
helenajoraan,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
arieelrosee,b'RT @DragQueenHacker: @ShaunKing HE BUMPED INTO HIM THAT IS ASSAULT!!! HE DID SELF DEFENSE!!! LEARN TO READ! #whitelivesmatter'
ZuluBoyFriendSA,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
BENTLEYLEVY,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
SPARKY_GUY,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
honestlytrulyy,b'@BruhLookAtThis stop blaming white people #whitelivesmatter #whiteisright'
capvm,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
FreakyP88,b'@saramarietweets @TrvlingFlamingo Of course you also have nothing to say on the #WhiteLivesMatter crew killing police. #BlueLivesMatter?'
paulishakclaire,"b""RT @MOFOYOLO: @paulishakclaire  I think I'm rocking the confederate flag pretty well tho #power #trump2016 #whitelivesmatter"""
BobMitchell2016,b'RT @Ragnorik420: The #InvisibleEmpire made sure Washington politicians understood that #WhiteLivesMatter.  KLASP https://t.co/4RzsT50WUr'
JuJulesberry,"b""#BlackLivesMatter #WhiteLivesMatter aren't you all protesting for the same thing/treatment?? #AllLivesMatter"""
VictoriaB_95,b'It pains me to know that we are divided by something as simple as a skin color. #AllLivesMatter #blacklivesmater #whitelivesmatter'
DragQueenHacker,b'@ShaunKing HE BUMPED INTO HIM THAT IS ASSAULT!!! HE DID SELF DEFENSE!!! LEARN TO READ! #whitelivesmatter'
DragQueenHacker,b'@KmSmmns @ShaunKing But he bumped into him that is assault!!! What he did was self defense! Learn to read! #WhiteLivesMatter \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8'
StrawLivesMattr,"b'BLM, Crooked Hillary, Obama are the REAL RACISTS!!!! #WhiteLivesMatter #BlueLivesMatter #FuckIdiots^'"
ossie_g_force,"b""#BlackLivesMatter vs #WhiteLivesMatter \nNothing to see here people. \nThis isn't #DevideAndConquer. \nMove along please."""
BobMitchell2016,b'RT @LWKoftheKlan: You want to March in my town threaten my family BRING IT YOU BRAINWASHED PUSSIES!!!!!!!!! #WhiteLivesMatter https://t.co/\xe2\x80\xa6'
AnneKirby1,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
Scrupeuss,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
cobusvanzyl54,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
commucoop,b'musicianintl: Black Or White - Michael Jackson\n\nhttps://t.co/I9nwWxSpRu\n\n#Black #White #MichaelJackson #BlackLivesMatter #WhiteLivesMatter\xe2\x80\xa6'
musicianintl,b'Black Or White - Michael Jackson\n\nhttps://t.co/dSQ2KxITCB\n\n#Black #White #MichaelJackson #BlackLivesMatter #WhiteLivesMatter #AllLivesMatter'
DragQueenHacker,b'RT @PositivelyWhite: How Can There Be Problems with Jerkoffs like these Assholes Around.\n#WhiteLivesMatter to Me\n#NotAllLivesMatter to me h\xe2\x80\xa6'
TheNexus30,"b'I see the #BBC are doing a Black British history series, I wonder will they be doing a White British series? #WhiteLivesMatter'"
DragQueenHacker,b'RT @PositivelyWhite: I can Honestly Tell this Will Happen \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9a\x94\xef\xb8\x8f\xe2\x9a\x94\xef\xb8\x8f\xe2\x9a\x94\xef\xb8\x8f\n#whitelivesmatter #HellsAngels https://t.co/IEVvHjB9G3'
christinebekke1,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
Etiennefdt,"b'RT @Net_Tertia: A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #\xe2\x80\xa6'"
Net_Tertia,"b'A friend lost his wallet today. Gets  call from white tow truck driver, who drove to bank to get his number to return it! #WhiteLivesMatter'"
MOFOYOLO,"b""@paulishakclaire  I think I'm rocking the confederate flag pretty well tho #power #trump2016 #whitelivesmatter"""
biocomudbulg191,b'RT @drumpf_parody: #whitelivesmatter Sad biased crooked media is not reporting this fairly! My supporters want justice not hate. Sad!'
mikey83x,"b'\xe2\x80\x98Make racists afraid again\xe2\x80\x99: #Texas #communists take up rifles, troll #WhiteLivesMatter  https://t.co/ileAddUQW7'"
AlexanderDempe2,"b""We afrikaners can fight our own war, but let's hope the real war starts after D.Trump takes up office! #Boereinnood. #whitelivesmatter"""
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? ..'
JosephReamer,b'RT @LWKoftheKlan: You want to March in my town threaten my family BRING IT YOU BRAINWASHED PUSSIES!!!!!!!!! #WhiteLivesMatter https://t.co/\xe2\x80\xa6'
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? ;'
CharlotteRivie1,"b'RT @Ragnorik420: Trump, Jews, and the Real Test of Independence https://t.co/iK18h4wBXG via @NewObOnline  VERY IMPORTANT report.  #WhiteLiv\xe2\x80\xa6'"
zopitedaniel,b'RT @nsm88: Full video: Hate on the rise: Why are hate groups growing in metro Detroit? https://t.co/aIVaMBsUpH #JeffSchoep #AltRight #white\xe2\x80\xa6'
Ragnorik420,"b'Trump, Jews, and the Real Test of Independence https://t.co/iK18h4wBXG via @NewObOnline  VERY IMPORTANT report.  #WhiteLivesMatter'"
zopitedaniel,"b'RT @nsm88: Reports of hate crimes, civil rights activism on the rise since election https://t.co/VmYavoJuI9 #whitelivesmatter #NSM #AltRigh\xe2\x80\xa6'"
zopitedaniel,"b'RT @nsm88: What kind of ""hate groups"" are operating in Northeast Ohio? https://t.co/G0CsXBQElo #JeffSchoep #NSM #AltRight #whitelivesmatter\xe2\x80\xa6'"
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? !'
RoundhallHero,"b'#jocox excuse for the a-political state, #Muslims scoring points #hate against white male evident in media manipulation #whitelivesmatter'"
RoundhallHero,"b'#jocox murder sad, police dressed old fashioned, but she was a book burner, sentence inappropriate, #Muslims no better #whitelivesmatter'"
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter?!'"
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter!'"
NORTHTRENTON,b'Wow. So #WhiteLivesMatter huh @Fusion??'
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?#'"
StrawLivesMattr,b'#blacklivesmatter ???? Uh.... to who??? Not ME...... #WHITElivesmatter ..'
AlexanderDempe2,b'...And DESTROY those who threatens our culture! Our families! And our existence! We will have no mercy on EFF terrorists! #whitelivesmatter'
AlexanderDempe2,b'Join us fellow Afrikaners! We are ready for the Malema-EFF terrorists! We rise up...#whitelivesmatter https://t.co/EpEbnK6OFw'
RoundhallHero,b'#parliament nepotism is so rife in my local gov services that they communicate in cultured phrases not sentences #whitelivesmatter #prick'
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? |'
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? *'
gothictoilet,"b""#whitelivesmatter \xe2\x80\x94 no one ever said they didn't https://t.co/WTP3RrCZ4y"""
RoundhallHero,b'#parliament BT shares are a good way to separate socialists from capitalists(sic.) to reward careers to BT shareholders AD #whitelivesmatter'
StrawLivesMattr,b'#blacklivesmatter ???? Uh.... to who??? Not ME...... #WHITElivesmatter *'
RoundhallHero,"b""#dear #Darren #wefearyou start acting like a slave or we're going to commission more crap artists to satisfy our egos #whitelivesmatter #art"""
reemkamalali,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter'"
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter ;;'"
DNL_RMRZ,"b'RT @Ricardo_Alvardo: ""Whitelivesmatter"" \nPhoto by Declan Haun via Chicago History Museum. Chicago, IL 1966. https://t.co/1FxuBTHNwc'"
PsychicDogTalk3,"b""RT @atntex: As long as there are blacks, and #BlackLivesMatter terroists there'll  always be #WhiteNationalists because #Whitelivesmatter h\xe2\x80\xa6"""
EinnModischFrav,"b""The #AltRight = a bunch of pansies who think it's cool to shout back #WhiteLivesMatter (though they do) at the\xe2\x80\xa6 https://t.co/VkRO6qVQFf"""
OperationGoogl,"b""@TradSierraHotel But..but, but that is racist if you do not want your white children killed. 'member #BLM? But Whit\xe2\x80\xa6 https://t.co/qP2no1CDYD"""
Prof_Treylawney,"b'@FoxNews yep! And @realDonaldTrump  WILL disBan this Hate, Terrorist group. Blm will B No More. #Hannity #WhiteLivesMatter #CopsLivesMatter'"
ThomasAwful,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
mmalloyboy,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
PrinceFancySass,b'@lizzy_bruin come for me harder next time \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84#PlaidLife #WhiteLivesMatter'
JP710FC,"b'RT @BrianDSpears: Fight #TrumpsAmerica and #WhiteLivesMatter. Austin, Texas Capitol. Now. https://t.co/zorYOu3Hlg'"
KlanManJoe,b'The Officer Betty Shelby legal defense fund https://t.co/UvbhkzlBub #bluelivesmatter #whitelivesmatter #PoliceLivesMatter'
MsHilaryClinton,b'RT @Brooklynboiprod: #WhiteLivesMatter apparently not in this school https://t.co/7geY96VwN9'
KaiserTrigger,b'So apparently #WhiteLivesMatter is a thing. And the rhetoric? Fuck the police.\n\nGonna have to make a video sometime about this.'
Ladiperidot,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
Brooklynboiprod,b'#WhiteLivesMatter apparently not in this school https://t.co/7geY96VwN9'
atntex,"b""As long as there are blacks, and #BlackLivesMatter terroists there'll  always be #WhiteNationalists because\xe2\x80\xa6 https://t.co/LMTVVYfyhN"""
john61077274,"b'RT @StrawLivesMattr: Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitel\xe2\x80\xa6'"
ShawnLeeSmith,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter'"
LizGoul00000002,b'@UPS @YouTube #Ups refuses to deliver #whitelivesmatter  Not to BROWNZ'
RepublicOf1776,"b'@andieiamwhoiam this is despicable, what would happen if there were White History Month, WET, whitelivesmatter, all white casting in a play'"
eviebauer727,b'RT @SputnikInt: Chaos erupts after #WhiteLivesMatter crashes #BlackHistory ceremony in #Texas (VIDEO) https://t.co/iH7XMKiMgT https://t.co/\xe2\x80\xa6'
neilmcculley,b'Race War and the real reasons why Blacks would lose https://t.co/mvtsGL3Vfh #BlackLivesMatter #MAGA #Racism #WhiteLivesMatter'
atntex,"b""As long as there's a #BlackLivesMatter terrorist group, there will be a white nationalist group.  #Whitelivesmatter\xe2\x80\xa6 https://t.co/0Kf7BylxSI"""
earthlingHumans,b'@harshfx The whole point of #WhiteLivesMatter is to invalidate #BlackLivesMatter .....'
brwnjawn,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter;'"
thestrayworld,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
KaraCooterCat,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
BaltazarPixer,"b""Why should #AfAms #AfrAms expect white people to like us. White people don't like White people! #BLM #whiteLivesMatter #BlackLivesMatter"""
CapitalismIsLit,b'RT @roflmaoism: @redguardsaustin confronting WhiteLivesMatter cowards yesterday. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co/AYB9x55bUi'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter.'"
RoundhallHero,"b""#wop #wop #thisisthesoundofthepolice Don't report council workers for fraud, we know they do it.  #whitelivesmatter #parliament"""
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? ?!'
SaucySisTah,b'Dumb white people #BlackTwitter #WhiteLivesMatter #AltRight #WhiteSupremacy https://t.co/cDVLUJo2z3'
Daniel2Wolves,"b'@newday UNARMED POC protestors are ""aggressive"", ARMED ""WhiteLivesMatter""(i.e. racists) protesters outside NAACP ar\xe2\x80\xa6 https://t.co/wtIe0CvACb'"
Freexdun,b'#WhiteLivesMatter\xf0\x9f\x92\xa9\n\nIt Works Now. https://t.co/E4zyAttNm9'
freeassange911,b'Look where OBAMA is MOVING his family \xe2\x96\xbc to rich white hood! https://t.co/sOCuXxbbeE via @YouTube @CBN @WhiteLivesMatter @WomenforTrump'
