user,text
AlexanderDempe2,b'..News is censored here in South Africa! The world needs to know what is really happening! Follow me and RT! #WhiteLivesMatter'
Lambrettaman6,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
SJWfail,"b'RT @ChristiJunior: Affirmative Action IS anti-white discrimination, &amp; Democrats are trying to make Whites a Minority.\nhttps://t.co/zyVydJq8\xe2\x80\xa6'"
AlexanderDempe2,b'RT and Follow me if you support the white minority in South Africa! Need more followers to get the news out cuz national #WhiteLivesMatter'
MeganKay998,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
Peggy7172,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
Peggy7172,"b'RT @BBCPropaganda: #WhiteLivesMatter is clearly racist. So is #BlackLivesMatter. End the racism, America, because #AllLivesMatter or none d\xe2\x80\xa6'"
LaDonnaRae53,"b'PREDICTABLE:\n\n#WhiteLivesMatter has now turned into a #BlackLivesMatter ""protest"".\n\nGood luck, #Austin.\n\n#Texas'"
lisalevac,b'Log in to Twitter. See that #whitelivesmatter is trending. Log out of Twitter. #yousuckworld'
gr8fulred,"b""@Emajay3 @Jouelzy it's called a Klan march. #WhiteLivesMatter"""
Peggy7172,b'RT @Vision4USA: We should start an #AllLivesMatter movement and use it as a platform to protect the unborn and defund PlannedParenthood #Wh\xe2\x80\xa6'
Liv__Danielle,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
Peggy7172,"b""RT @ErnstRoets: When I tweet #blacklivesmatter, I see Twitter automatically puts a little icon next to it. Let's see if it works for #white\xe2\x80\xa6"""
AlexanderDempe2,"b""EFF leader Julius Malema showed he's true colours and that colour is that he is black and racist! #WhiteLivesMatter https://t.co/GFdxjR9nGB"""
EbonyMorgz1,"b""A white man created the US,yeah the one you celebrate,Stolen from the Natives,Now Obama's the reason the country is\xe2\x80\xa6 https://t.co/Via4Wtu6oD"""
AllyKa7t,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
cactusflower81,"b""RT @afed3352: #WhiteLIvesMatter!: Gang of Four Who Brutally Beat 'White Boy' Trump Supporter on Video Aren\xe2\x80\x99t Laughing So Much Now https://t\xe2\x80\xa6"""
LOCAL_GRAVEYARD,"b""Libs about to get their heads cracked open by police. Why can't they act civilized? #whitelivesmatter https://t.co/940BCk794P"""
CoraxSays,"b""In America 2016: All lives matter except White ones, didn't you guys get the Memo ~ #WhiteLivesMatter"""
GH_obsession,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
cms4451,b'RT @DeplorableBoss: President Trump and Vice President Pence are bringing respect back to the White House. Bye Uncle Tom &amp; your Transvestit\xe2\x80\xa6'
Tthompissoreal,"b""RT @afed3352: #WhiteLIvesMatter!: Gang of Four Who Brutally Beat 'White Boy' Trump Supporter on Video Aren\xe2\x80\x99t Laughing So Much Now https://t\xe2\x80\xa6"""
bribaby_716,b'RT @alaaomarabi: #WhiteLivesMatter group gathers at Capitol to protest the unveiling of the  African-American statue. They are met by a cou\xe2\x80\xa6'
CoraxSays,"b""Because everyone's Lives matter except White folks Right? @destinyjollyxo #WhitelivesMatter"""
jetlaw,"b""RT @afed3352: #WhiteLIvesMatter!: Gang of Four Who Brutally Beat 'White Boy' Trump Supporter on Video Aren\xe2\x80\x99t Laughing So Much Now https://t\xe2\x80\xa6"""
Peggy7172,"b""RT @afed3352: #WhiteLIvesMatter!: Gang of Four Who Brutally Beat 'White Boy' Trump Supporter on Video Aren\xe2\x80\x99t Laughing So Much Now https://t\xe2\x80\xa6"""
EmmasatBiafra,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
iveyjanette_207,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
YuWuntDaRice,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
SageCameron7,b'RT @anahygarciae: When you see #whitelivesmatter trending https://t.co/aKYJbMgaeC'
Diamondrosegrfx,"b""RT @afed3352: #WhiteLIvesMatter!: Gang of Four Who Brutally Beat 'White Boy' Trump Supporter on Video Aren\xe2\x80\x99t Laughing So Much Now https://t\xe2\x80\xa6"""
Peggy7172,b'RT @HouseCracka: #WhiteLivesMatter as much as #BlackLivesMatter so STFU! https://t.co/hBrgGMCO13'
Peggy7172,"b""RT @THEJordonBrown: There's a #WhiteLivesMatter protest happening at the Texas capitol, in case you were wondering how the country is doing."""
afed3352,"b""#WhiteLIvesMatter!: Gang of Four Who Brutally Beat 'White Boy' Trump Supporter on Video Aren\xe2\x80\x99t Laughing So Much Now https://t.co/yHMhFpe3jB"""
Nikknickk45,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
ASAPCaldo,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
JustPlatypus,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
cc_rom,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
stylishlester,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
brettkirk97,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
AlexGaukel,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
AlexanderDempe2,b'Black South Africa wants whites to be killed. After that what then? They gonna destroy anything white? Even their teeth? #WhiteLivesMatter'
Asolution4USA,"b""RT @WhiteLvsMttr: It's racist if a white man shoots a black man but if a black man shoots a white man it's okay \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb#whitelivesmatter"""
BHM92013,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
1liners,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
sickjew,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
1liners,b'RT @BrianDSpears: Fight #Trump #WhiteLivesMatter lies. Austin TX Capitol. Now. https://t.co/qk5mzD22L3'
Free_KGD,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
OkitSupreme,b'#WhiteLivesMatter when the unveiling of an African-American Memorial happens in a racist State :-\\ DC is better than that but we are a City.'
ponderingpml,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
CarolBuie2,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
316Michael,"b""So let's put it as simple as I can all #whitelivesmatter and #Blacklivesmatter go and find real jobs and support your families......"""
beatoasorridere,"b'NO SHIT #WhiteLivesMatter, our justice system been proving this for HUNDREDS of years, move the fuck along with your bullshit. bitch asses'"
drpablopistola,"b""@erincargile @KXAN_News @LaurenLanmon It's important for white people to have the forum to demand more avocados on food #WhiteLivesMatter"""
Melancholalia,b'RT @ChristiJunior: .@xxbobbyxx13 Another sufferer of White Guilt:\nhttps://t.co/br4OdOC8Fi\n#WhiteLivesMatter'
hotleadenema,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
BerkowitzAnne,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
ImpassionedDias,b'White\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbfLives\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbfMatter\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\n\nHonestly. Truly. \n\n#WLM https://t.co/nFwct3Jd1u'
StrawLivesMattr,b'#blacklivesmatter ???? Uh.... to who??? Not ME...... #WHITElivesmatter /'
stlcardsfan420,b'Racist production of Hamilton. They should apologize to @mike_pence. #whitelivesmatter #stopwhitegenocide #maga #BoycottHamilton'
HLHughes03,b'#WhiteLivesMatter protests in downtown #Austin #Texas  https://t.co/Dj2MX5mNSc'
JaniMcneil,"b""Any black folks on the #whitelivesmatter side? No? Oh. Didn't think so. #dismissed"""
anahygarciae,b'When you see #whitelivesmatter trending https://t.co/aKYJbMgaeC'
SHIN0BILI,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
JackieWillard2,"b""if u think only#whitelivesmatter don't contact me or think u hav a stariway to heaven, hope u like hell, heard icewater in short supply"""
HighVultage,"b'RT @ChristiJunior: Another one pushing the ""White people were never enslaved or oppressed"" Lie to create White Guilt.\nhttps://t.co/sHJocorf\xe2\x80\xa6'"
ChristiJunior,b'So now SJWs insist that saying #WhiteLivesMatter makes you a Nazi. I guess they at least figured out that saying Racist no longer works.'
sneakyblackhat,"b'RT @RivalThoughts: #WhiteLivesMatter is trending, ""anti-white"" is in the headlines...lol. Now who\'s on the wrong side of history? #ReapIt h\xe2\x80\xa6'"
The_Bryan_B,b'Is there seriously a #whitelivesmatter protest in Texas right now? I thought those were called Klan rallies.\n\n#NotMyPresident #TrumpProtest'
CreptArce,"b""@brandonatx91 It's a protest against the unjustified violence against whites. #whitelivesmatter"""
JuanitaMcFadden,b'Just watched #Alexa on Periscope film #WhiteLivesMatter protest in AustinTX. The crowd grew due to others yelling at them.  #Police WON!!!'
Vision4USA,b'STOP ABORTION!\n#BlackLivesMatter #WhiteLivesMatter \n#AllLivesMatter https://t.co/VHihJg0t5m'
wethefreople,"b'Prelude to a Trump Presidency, Twitter Trending Edition:\n\n#WhiteLivesMatter\n#BoycottHamilton\n#Pence'"
Cook71010754,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
EnvyMeGreatly,"b""lol that's a shame there isn't a #WhiteLivesMatter emoji that's how Americans know who the target practice is geared towards #WAKE UP\xf0\x9f\x91\xbd"""
DanielleGembala,b'RT @ArtDifficulty: This is not hyperbole. The call of whitelivesmatter is concretely linked to fascist mobilization. https://t.co/E5RoDEyb8\xe2\x80\xa6'
SiliconNooB,"b'RT @ChristiJunior: I see Cucked SJW Anonymous is still out there, ruining the brand.\nhttps://t.co/N9lN6eo0Pk\n#WhiteLivesMatter'"
Crzy61RG,"b""Of course white lives matter to other white lives. We've known that, duh. #WhiteLivesMatter"""
TrendsAustin,b'#whitelivesmatter is now trending in #Austin https://t.co/f4nOvLLRgI'
LauraSa07262575,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
heykurtnvrmnd,"b""@gagascowboyhat oh for the love of god give it up.it isn't racist to say whitelivesmatter.ur racist for assuming that.did u think about that"""
mathers_georgia,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
Reid2962,"b'@bfraser747 @CarmineZozzora @FoxNews Both racist groups should be equal condemned, #BlackLivesMatter &amp; #WhiteLivesMatter Its #AllLivesMatter'"
ChristiJunior,"b'Affirmative Action IS anti-white discrimination, &amp; Democrats are trying to make Whites a Minority.\nhttps://t.co/zyVydJq8Mz\n#WhiteLivesMatter'"
BreAnnaK____,b'#whitelivesmatter huh? lol you people are a mess.'
discreetsecure,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
wrarebit,"b'RT @NisaGeee: Wait, #WhiteLivesMatter??? I thought #AllLivesMatter??? Would you white people make up your mind!!!'"
activistHistori,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
BreAnnaK____,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
RunBlogRun,"b""RT @OmarGooddness: #WhiteLivesMatter protest is happening in Austin, Texas. Can someone, anyone tell me what it's about? What sparked this\xe2\x80\xa6"""
sidcombs,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
god22086,"b""RT @TheCJMorgan: I'd LOVE to go TROLL the #WhiteLivesMatter rally but I'm sporting a Goebbels haircut and carrying a dachshund. Recipe to h\xe2\x80\xa6"""
Article20Net,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
ReturnofDon,"b""#CatLady doesn't think #whitelivesmatter https://t.co/kcZ5lGSwdh"""
rt_satx,"b""#whitelivesmatter I'm so glad to see people finally not afraid to stand up. Yes all lives matter but white lives don't need to feel ashamed"""
TheJonFerns,b'RT @golgatha: #WhiteLivesMatter The Left is a tool of the Devils. #BLM is the tool of the Left #MAGA https://t.co/fvFPaYkPll'
ReturnofDon,b'I doubt that #whitelivesmatter started any fights. https://t.co/c1tZM8bj9W'
cripmudgeon,b'RT @ArtDifficulty: This is not hyperbole. The call of whitelivesmatter is concretely linked to fascist mobilization. https://t.co/E5RoDEyb8\xe2\x80\xa6'
ReturnofDon,b'RT @golgatha: #WhiteLivesMatter The Left is a tool of the Devils. #BLM is the tool of the Left #MAGA https://t.co/fvFPaYkPll'
LaDonnaRae53,"b'""Follow your leader! Kill yourself!""\n\n#BlackLivesMatter is such an inspiration.\n\nAnd, \n\n#WhiteLivesMatter, you are fools.\n\n#Austin \n#Texas'"
SonieNcmrs,b'@bfraser747 @FoxNews America is upside down with \nSo many who want a voice. #whitelivesmatter #BLM better be quiet and make difference.'
Paakaa10,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
bojess48,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
freeassange911,b'SR 1349 \xe2\x80\x93 Sessions Picked by Trump for Attorney General https://t.co/9pVAqWV4dU via @YouTube NEVER MITT ROMNEY!! @InfoWars @WhiteLivesMatter'
DanKortebein,"b'RT @Drinkerbell_: Good luck finding an anti-oppression song written by a white person, you spittle-flecked numbskulls #whitelivesmatter?'"
PGongola,b'RT @Vision4USA: We should start an #AllLivesMatter movement and use it as a platform to protect the unborn and defund PlannedParenthood #Wh\xe2\x80\xa6'
Red_Tha_Giant,b'@ all the people using the hashtag #whitelivesmatter gtfo'
Vision4USA,b'We should start an #AllLivesMatter movement and use it as a platform to protect the unborn and defund PlannedParenthood #WhiteLivesMatter'
ChristiJunior,"b'Not only is Twitter censoring #WhiteLivesMatter from trending, they seem to making sure only anti-white tweets are seen when you click it.'"
ChristiJunior,"b""RT @ErnstRoets: Getting some serious hate because of my #whitelivesmatter question yesterday. I RT'd only a few. Anti white racism is out o\xe2\x80\xa6"""
RBeisert,"b'RT @ChristiJunior: By that logic, BlackLivesMatter stands for the lives of Thugs, Murderers and Pedophiles mattering.\nhttps://t.co/BbbBlHjc\xe2\x80\xa6'"
BrianaSantiago,b'The #WhiteLivesMatter protesters are leaving the Capitol https://t.co/sI543tXVTZ'
PariahGotShoahd,"b'RT @CocoGemsBlog: .@alexisjasmine12 on #Periscope: Protest heated #whitelivesmatter  #protest in #Austin, Tx https://t.co/0zOiUhJErD'"
alaaomarabi,b'High school student Liz Epperson talks about why she chose to join the counter-protest against #WhiteLivesMatter. https://t.co/fZYhLnaEFY'
bob_sacamanno,"b""@TheDylantula I don't like #whitelivesmatter because it implies that other lives matter."""
BrianaSantiago,b'Here are some signs at the counter protest against #WhiteLivesMatter https://t.co/u5ziXlTrLH'
zaren,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
gzordtron,b'RT @SilverScarCat: So how many people have #WhiteLivesMatter supporters harmed compared to #BlackLivesMatter supporters? https://t.co/8GkT6\xe2\x80\xa6'
Drinkerbell_,"b'Good luck finding an anti-oppression song written by a white person, you spittle-flecked numbskulls #whitelivesmatter?'"
jessenovels,b'The whole #WhiteLivesMatter movement is just sheer stupidity. Ur neo Nazis lives is \xf0\x9f\x92\xa9 n we will make sure to remind u. #BoycottHamilton'
ChristiJunior,"b'By that logic, BlackLivesMatter stands for the lives of Thugs, Murderers and Pedophiles mattering.\nhttps://t.co/BbbBlHjcya\n#WhiteLivesMatter'"
Black_Intifada,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
AYEEJXS,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
basebalIcat,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
soupstained,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
cato218,"b'RT @mamaria33: TX African American History Memorial unveiled at St. Capitol followed by free BBQ. Naturally, #WhiteLivesMatter group protes\xe2\x80\xa6'"
zoee2102,"b'RT @CocoGemsBlog: .@alexisjasmine12 on #Periscope: Protest heated #whitelivesmatter  #protest in #Austin, Tx https://t.co/0zOiUhJErD'"
SilverScarCat,b'So how many people have #WhiteLivesMatter supporters harmed compared to #BlackLivesMatter supporters? https://t.co/8GkT6LAFg7'
SydNeCoh,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
_Asabere_,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
zoee2102,b'RT @mamaria33: BREAKING: #WhiteLivesMatter Neo-Nazis protesting TX African-American History Memorial penned in &amp; surrounded by LE for their\xe2\x80\xa6'
alecarter_,b'RT @alaaomarabi: #WhiteLivesMatter group gathers at Capitol to protest the unveiling of the  African-American statue. They are met by a cou\xe2\x80\xa6'
zoee2102,b'RT @ant4317: #whitelivesmatter why is this even a thing ?!?!?'
zoee2102,"b'RT @jessenovels: #WhiteLivesMatter  Is neo-nazi propaganda. News flash White Neo Nazis Lives never matter, and will be destroyed.'"
RadNewsMedia,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
KingsCupRun27,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
LexEspy1,b'#whitelivesmatter is not a thing. Just stop. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
ThisIsDrea,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
Nexus7900,b'RT @ChristiJunior: The Democrats electoral strategy is mass 3rd world immigration and waiting for Whites to die off.\nhttps://t.co/1iN24MT3w\xe2\x80\xa6'
sgtgigglemitten,"b'@JackieWillard2 From a not old man, I do care for others, that is why #whitelivesmatter is important to me. Innocent whites over black thugs'"
IGD_News,"b""RT @cooltoncarroway: #Whitelivesmatter protest in #Austin. It's lit BLACK LIVES MATTER https://t.co/8SzFEeT6kb"""
ChristiJunior,b'The Democrats electoral strategy is mass 3rd world immigration and waiting for Whites to die off.\nhttps://t.co/1iN24MT3wf\n#WhiteLivesMatter'
rickyb743,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
SDReyley,b'RT @BrianDSpears: Fight #Trump #WhiteLivesMatter lies. Austin TX Capitol. Now. https://t.co/qk5mzD22L3'
HH75876116,"b'RT @realjunsonchan: Ah, the legacy of idiot Barrack comes to fruition. Thanks Obama for pitting everyone against each other #BoycottHamilto\xe2\x80\xa6'"
ChkFromTheRadio,"b'Yes, #WhiteLivesMatter so do black, brown, blue and purple ones. Everyone shut the hell up and find a way to play nice. #my2cents eyeroll'"
jessenovels,"b'#WhiteLivesMatter  Is neo-nazi propaganda. News flash White Neo Nazis Lives never matter, and will be destroyed.'"
malikk1110002,b'RT @Whojiggytho: This wat Donald trump doing to people\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ShIT CRAZY \xf0\x9f\x98\x82 #whitelivesmatter Face Ass!! https://t.co/ndM5GNIA5O'
ant4317,b'#whitelivesmatter why is this even a thing ?!?!?'
ChristiJunior,"b'RT @RivalThoughts: #WhiteLivesMatter is trending, ""anti-white"" is in the headlines...lol. Now who\'s on the wrong side of history? #ReapIt h\xe2\x80\xa6'"
mamaria33,"b'TX African American History Memorial unveiled at St. Capitol followed by free BBQ. Naturally, #WhiteLivesMatter gro\xe2\x80\xa6 https://t.co/hIsLQcsA5Y'"
golgatha,b'#WhiteLivesMatter The Left is a tool of the Devils. #BLM is the tool of the Left #MAGA https://t.co/fvFPaYkPll'
wesmclaughlin,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
FuzzyLucifer,b'RT @fatherandsonuk: #WhiteGenocide #WhiteLivesMatter @Bonn1eGreer @dianeabbott_mp @y_alibhai   @DavidJo52951945 @Whitebritish1Uk Too busy c\xe2\x80\xa6'
aolghost,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
TrinidadErickk,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
artsyTrish,b'RT @mamaria33: BREAKING: #WhiteLivesMatter Neo-Nazis protesting TX African-American History Memorial penned in &amp; surrounded by LE for their\xe2\x80\xa6'
mamaria33,b'BREAKING: #WhiteLivesMatter Neo-Nazis protesting TX African-American History Memorial penned in &amp; surrounded by LE for their own protection.'
bryoneill11,"b'RT @ChristiJunior: I see Cucked SJW Anonymous is still out there, ruining the brand.\nhttps://t.co/N9lN6eo0Pk\n#WhiteLivesMatter'"
BroMW90,"b""So is #WhiteLivesMatter some sort of troll movement or what? Is there some context I'm missing?"""
ExMrsSallah,"b'I don\'t believe this #WhiteLivesMatter ""protest"" is real. It smells like the usual Democrats trying to keep hate alive.'"
pleiadesaints,b'RT @ArtDifficulty: This is not hyperbole. The call of whitelivesmatter is concretely linked to fascist mobilization. https://t.co/E5RoDEyb8\xe2\x80\xa6'
wanlov,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
Fredo815,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
JotaconB,b'RT @ArtDifficulty: This is not hyperbole. The call of whitelivesmatter is concretely linked to fascist mobilization. https://t.co/E5RoDEyb8\xe2\x80\xa6'
openrangeradio,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
_JAEsremmurd,"b'RT @socialcain: #WhiteLivesMatter a real thing? Thought it was just a hidden message in all US textbooks, museums, national monuments, news\xe2\x80\xa6'"
ChristiJunior,"b""Every single justification for White Guilt that you've been taught is BULLSHIT.\nhttps://t.co/br4OdOC8Fi\n#WhiteLivesMatter"""
CocoGemsBlog,"b'.@alexisjasmine12 on #Periscope: Protest heated #whitelivesmatter  #protest in #Austin, Tx https://t.co/0zOiUhJErD'"
Jazirans,"b""RT @alaaomarabi: #Trump supporter Sam Hyde came here today to stand in solidarity with the #WhiteLivesMatter group. Here's a bit of my inte\xe2\x80\xa6"""
fl0ralb0y,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
BrianaSantiago,"b""There's about a dozen people here for the #WhiteLivesMatter protest https://t.co/13pURyfLgM"""
monsterboyfrien,"b""RT @YourAnonNews: Hey @FoxNews, you spelled Nazis wrong, it's not spelled #WhiteLivesMatter. Go home, you're drunk! #NotMyPresident https:/\xe2\x80\xa6"""
chasekaracostas,"b'Counter protesters at the #whitelivesmatter rally @ the #capitol are chanting ""go home Nazi scum"" #atxprotest\xe2\x80\xa6 https://t.co/61TpqGNXwG'"
59d7f4815cba4a6,b'@YourEarly20s #WhiteLivesMatter \nStand with Trump/Pence.'
hunie4trump,b'RT @BaileyKing26_: This is SO TRUE! #WhiteLivesMatter \xf0\x9f\x98\x82 https://t.co/HAFs9w3YIa'
deejvalen,b'RT @ArtDifficulty: This is not hyperbole. The call of whitelivesmatter is concretely linked to fascist mobilization. https://t.co/E5RoDEyb8\xe2\x80\xa6'
leilatte,"b""RT @alaaomarabi: #Trump supporter Sam Hyde came here today to stand in solidarity with the #WhiteLivesMatter group. Here's a bit of my inte\xe2\x80\xa6"""
59d7f4815cba4a6,"b""@JohnJohnsonson F--k you very much. #WhiteLivesMatter. \nMove your ass to Chicago where you're safe. Lmao!"""
raelDoneldTrump,b'RT @drumpf_parody: #whitelivesmatter Sad biased crooked media is not reporting this fairly! My supporters want justice not hate. Sad!'
